name,status
Butterfly Health,operating
Sphero,operating
Zomazz,closed
Kibbit,closed
Buddytruk,closed
GrowGeneration,operating
FOURward Thought,closed
tomoguides,operating
Bungles Jungles,closed
Affordit.com,closed
Flexeye,operating
Hashdoc,operating
Tailored Games,operating
Bubbles,operating
Ubidyne,operating
Snowman,closed
Skyview Records,operating
Sparkle.cs,operating
Shanghai Kidstone Network Technology,operating
healthfinch,operating
MyNewFinancialAdvisor,operating
Buck Mason,operating
Erle Robotics,closed
Hive guard unlimited,closed
simplifyMD,operating
Satin Creditcare Network Limited (SCNL),closed
Moow.life - all interesting nearby!,operating
YoVivo,closed
Uniplaces,operating
Valued Relationships,closed
Revetto,closed
vindenmed,closed
SocialNature,closed
Maestrano,operating
Keego,operating
truedash,closed
Sendio,operating
Data Virtuality,operating
Saiguo,closed
Orion Systems Integrators,operating
Unifyo,closed
Enerskin,operating
SaaSMAX Corp.,operating
Splice,operating
imbookin (Pogby),operating
Vue Technology,operating
MediaHound,operating
uShip,operating
HeadBox,operating
Epion Health,closed
D7 Sounds LLC,operating
Naiku,closed
Make YES! Happen,closed
Stratos Genomics,closed
LifeSite,closed
DoneBy,closed
KWAD,operating
SocialSource,operating
IntelliPath,closed
STUDYINBUDAPEST MOBILE APP,closed
PrepClass,operating
Cloak,closed
Hydrophi,closed
BLAZER & FLIP FLOPS,operating
NULATO,operating
amBX,operating
Telit Wireless Solutions,closed
Mobile Action,operating
Switchfly,operating
Microvi Biotechnologies,closed
J-Kan,operating
Curbside,closed
Kallik,operating
Geosense,closed
C-way,operating
Goods Platform,closed
Enbrite.ly,operating
Broadway Networks,operating
Five Delta,operating
Algae International Group,closed
Catfoxtail,closed
GLAMSQUAD,operating
Reata Pharmaceuticals,closed
DateMyFamily.com,operating
Phonitive - Touchalize,operating
Toured,operating
China Precision Technology,closed
CanadaStays.com,operating
Candescent Healing,operating
Zenring,closed
HandUp PBC,operating
UnFlete.com,closed
Newsreps,closed
Aware Labs,closed
Tailwind,operating
Local ID,closed
CCRM,operating
DonorPath,operating
Kriibs !,operating
Green Highland Renewables,operating
Retalika,operating
ShutterCal,operating
ITpreneurs,closed
Mobile Complete,closed
Skyroam,operating
OpenHatch,operating
Driversiti,operating
Tonara,operating
Protea Biosciences Group,operating
Onkos Surgical,closed
RILOS,closed
HasGeek,operating
One Signal,operating
Voyant Technologies,operating
NaHere,closed
Cyrba,closed
Virtual Instruments Corporation,operating
Handa Pharmaceuticals,operating
CIDCO,closed
Syntonic,closed
RECLO,closed
Arius Research,closed
TrabajoPanel,operating
Scripped,closed
Woods Hole Oceanographic Institute,closed
Carmudi,closed
LifeWave,operating
Newgen Payments,operating
AR Devices,operating
Harvest Exchange,closed
Sookasa,operating
Vigour.io,closed
Kickanotch mobile,operating
Trapster,operating
Entellium,operating
Lifetrack Medical Systems,closed
Bluapp,operating
Little Green Windmill,closed
Hydro66,operating
Lantern,operating
Tweetwall,closed
Referly,closed
Lasso Excite,operating
Progressive Care,closed
TQSurvey,operating
PoochPal,operating
EQUIP Advantage,operating
Intuit,operating
Sounday,closed
Expert TA,closed
MassRoots,operating
Filtr8,operating
Andel,operating
Pantero,operating
HemoSonics,operating
The Hive Group,closed
CiteeCar,closed
DeskActive,operating
Elation Media,closed
Trinean,operating
Stack Exchange,operating
Yoomba,operating
iCreate,operating
American Health Supplies,operating
Nanjing Ruiyue Information Technology,closed
LilyMedia,closed
SP Nano Ltd.,closed
LeanIX,closed
Kids Calendar,operating
Ysance,closed
im3D,closed
Cisco,operating
Red Sky Lab,operating
CellPoint Diagnostics,closed
Matlach Investments,closed
Klikin,operating
imagine,closed
Handle My Health,closed
pg40 Consulting Group,closed
PacketSled,closed
Muzooka,closed
CyrusOne,closed
OfferJar,closed
Signpath Pharma,operating
Auvik Networks Inc.,closed
Widgetbox,operating
mSeller,closed
Carnet de Mode,closed
Infinis Energy,closed
Beats Electronics,closed
Attractive Black Singles LLC,closed
Annelutfen.com,closed
CeloNova,closed
Tour Raiser,closed
Workday,operating
"Zebit, Inc.",closed
PanXchange,closed
Mariam Medical,closed
Eseye,closed
Alminder,operating
Adeptence,operating
Qnergy,closed
OneCard,operating
SchemaLogic,closed
Exacter,operating
Vestiage,closed
GridCure,closed
eSecure Systems,operating
D3 Technology,operating
World Energy Labs,operating
Bookity,closed
Sinch,operating
Sensors for Medicine and Science,closed
Life360,operating
MDLIVE,closed
Kireego,operating
SMILE,operating
Profyle,closed
CloudEndure,closed
BuyerMLS,closed
Cohero Health,closed
TagSeats,closed
NetPress Digital,closed
Geelbe,operating
Adamas Pharmaceuticals,closed
MagniFinance,closed
Bluescop,closed
Linkurious,operating
ATrillion-Semantix,operating
Lane15 Software,closed
ROBOTIC PIPE REPAIR,closed
ABEJA,closed
YaSabe,operating
Left of the Dot Media Inc.,closed
Relievant Medsystems,operating
Hoodin,closed
gridComm,operating
Aperia Technologies,operating
ePlata,operating
Bullitt Group,operating
FID3,operating
Localize Direct,closed
Thereson S.p.A.,operating
ExaqtWorld,closed
Antares Vision,operating
Dashba,operating
Capsenta,operating
Clzby,operating
Goodman Networks,closed
Body Details,operating
Kairos4,operating
hybris,operating
Yorder,closed
GeneQuine Biotherapeutics GmbH,operating
Yttro Mobile,closed
Xigen,closed
Rijuven,operating
Fotomoto,operating
Werkadoo,closed
Atmocean,closed
Justworks,closed
Astrid,operating
Genapsys,operating
800.COM,operating
Akorri Networks,operating
Titansan,operating
Linksify,operating
Hitpost,closed
ChorPpay,operating
JobLeads,operating
Ascend Health,closed
Logentries,operating
Agnitus,operating
Clear Technology Systems,operating
Momentum Telecom,operating
"HouseGoat, Inc.",closed
A-Life Medical,operating
Xpreso Software Limited,operating
bettermarks,operating
Booklr,closed
E-Diversify Yourself,operating
Maple,closed
Pickatale,operating
Knyplex,operating
miroculus,operating
GetAutoBids,closed
Dryvax,closed
GoSkip,operating
QD Vision,closed
Planet Payment,closed
ticckle,closed
Grillin In The City,operating
VOSS Solutions,operating
Vizalytics Technology,operating
Amplimmune,closed
TripleMint,closed
Grasswire,operating
Dyer & Jenkins,operating
MEA/NEA,operating
Post.Bid.Ship,operating
Monis,operating
LS Plasma,closed
"Monoco, Inc.",operating
Sinequa,operating
iCelerate,operating
Smart Destinations,operating
Zeros & Ones,operating
Last Mile Connections,closed
Inoapps,operating
Hydro-Run,operating
DeepVu,operating
Reel,closed
Zuppler,closed
Axel Technologies,closed
THINK360,closed
Ofidium,operating
Shanghai Jade Tech,operating
Unveil Technologies,closed
Roomstorm (Formerly WalkSource),operating
Wego,operating
Squeakee,closed
Jott,closed
LivBlends,operating
Clear Flight Solutions,closed
Suitepad,closed
Vibrant Living Senior Day Care Center,operating
Pet Airways,operating
Philo Media,closed
Wooshii,operating
MicroDisplay,operating
Bookkeepity,closed
Bitave Lab,closed
Validus-IVC,closed
Bradshaw Propulsion,operating
Uversity,closed
RealMatch,operating
EnduraCare AcuteCare,operating
Aposense,operating
Gorilla Nation Media,closed
LevelFunded Health,closed
Geekangels,closed
Clear Guide Medical,operating
GymFlow,closed
Kitara Media,closed
SoundOut,closed
Celldex Therapeutics,operating
InstantLuxe,closed
Weesh,closed
1-800-DENTIST,operating
Corrpro Companies,operating
Yumit,closed
Inventorum,operating
DeciZium,operating
Ataxion,closed
Autism Acumen,operating
Collaborate.com,closed
Adspringr,operating
Duriana,closed
ChatWork,operating
Dublway,operating
Apps Genius,operating
MENABANQER,closed
Inuvo,closed
Coin.co,operating
Aprendum,closed
Brys & Edgewood,operating
USEREADY,operating
Ku6,operating
Advanced Microgrid Solutions,closed
CheckVentory Innovation,operating
magnify360,closed
Lypro Biosciences,operating
Sigma Networks,operating
Viewpost,operating
Tamecco,closed
IlluminOss Medical,operating
Sound Clips,operating
Gallery Player,operating
Calligo,closed
Elton Digital,closed
Stolen Couch Games,closed
Devcon Security Services,operating
TuneStars,operating
abcdexperts,closed
ASI System Integration,closed
Engage Resources,operating
Crestock,operating
Christini Technologies,operating
Wellness Corner,operating
KnexxLocal,operating
RF Code,closed
Abra,operating
Aria Retirement Solutions,closed
neoScores®,operating
Synthesys Research,operating
Loop Survey,closed
Scion Cardio Vascular,operating
Xchrisone Animation,operating
Hook Mobile,closed
Viigo,operating
Connect Technology Group,operating
BuyPlayWin,operating
MyColorScreen,operating
easyfolio,operating
leon nanodrugs,closed
QuantiSense,operating
Raptroop,closed
ProCure Treatment Centers,closed
Linc Global,closed
LEPOW,operating
Etalia,closed
Thermodata,operating
59Saniye,closed
Glidera,operating
BiddingForGood,operating
Grata,operating
Adtrade,closed
ATG Media (The Saleroom),closed
123Greetings,operating
Paragon Vision Sciences,closed
Nanoscale Components,operating
dscovered,operating
Gotcha Ninjas,closed
Connecture,closed
Utopia,operating
Storee,closed
Care 24/7,closed
Bettyvision,operating
Shoplogix,closed
PresenterNet,closed
Coco's Coconut Company,closed
Veterati,operating
OfferUp,operating
NimbleHeart,operating
InboxFever,closed
CO Space,closed
Qoopl,closed
Measy,closed
Washa,operating
Impulse Monitoring,operating
Dianhuabang,closed
Polyplexx,operating
Juliet Marine Systems,closed
North Labs,operating
Impact,closed
Swift Navigation,closed
Maidou International,operating
Softlation,closed
Buy.On.Social,closed
Estate Assist,operating
GoGig,operating
Eğitim Online,operating
Social Game Universe,closed
Haystack TV,operating
Lincor Solutions,operating
Cinegif,operating
Make My plate,closed
"GolfMDs, Inc.",operating
Med Condense,closed
Crowdwave,closed
Moultrie Tool Mfg Co,operating
FabriQate,operating
Teach4Life Consulting LL,operating
Root4,closed
Timeline Labs / TLL,operating
Spinlister,closed
Next New Networks,closed
Real Image Media Technologies,closed
Molcure,closed
Etsy,operating
Oncothyreon,operating
independenceIT,closed
The Zebra,operating
Washlava,closed
GlucoIQ,closed
Telespree,closed
Vaultoro,operating
Vidavee,operating
Radisens Diagnostics,closed
Biopsych Health Systems,closed
TapInfluence,closed
VICIS,operating
Magnoliamoda.com,closed
C2FO,operating
Livescribe,closed
Edyn,closed
Datalogix,operating
Karmic Labs,closed
Tokyo Otaku Mode,operating
"Trinity College, Dublin",closed
ivi.ru,closed
Leap In Entertainment,closed
Wagaduu!,operating
P-Cube,operating
Supplyworks,closed
Saviant Consulting,closed
Verisim,closed
The Style Club,closed
Miami Instruments,closed
ieCrowd,operating
Cupid-Labs,operating
Synergy Marketing,closed
Rental Kharma,operating
Zilyo,closed
Konnektid,closed
Indix,operating
Limin Chemical,closed
Eccentrade,operating
SalesBox Inc.,closed
Vivid Logic,closed
NeGoBuY,closed
Community Informatics,closed
BonzerDarg,closed
MeSixty,operating
Chorafarma,operating
Mira,operating
Guidebook,closed
Patents.com,operating
Eos Systems,closed
GetAgent,operating
Secure-NOK,operating
ev-social,closed
YourStreet,closed
"Enfold, Inc.",operating
Dali Wireless,operating
TripleTree,closed
Revere Software,operating
Spacio Pro,closed
Hyporex Technologies,operating
NextBank,closed
Cyph,closed
ENTRADE Energiesysteme AG,operating
Kloud Angels,operating
Gi FlyBike,closed
Carnivore Club Inc.,closed
RentMatch,closed
Digital Layers Inc.,closed
Healthy Harvest,operating
Sponsify,closed
SavaJe Technologies,operating
Eucon,closed
Relive,operating
Aider,closed
4Deep,closed
my6sense,closed
Seymour Innovative,operating
YinYangMap,closed
Digital Dream Labs,closed
Ponominalu.ru,operating
Maskoolin,operating
Jack Robie,operating
Ldger,closed
Bestaurant,closed
Synosure Games,closed
AppNeta,operating
Opternative,operating
nubelo,closed
Covercake,operating
Sgrouples,operating
NeonGrid (rebranded as DoneBy),closed
A Crowd of Monsters,operating
Tosk,operating
DoorMint,closed
Peanut Labs,closed
MD-IT,closed
ZapHour,closed
LatinRun,closed
Axalent,closed
cloudscreener.com,operating
Bloomerang,closed
Bug Bounty HQ,operating
SwiftKey,closed
A Bit Lucky,closed
Bacula,operating
Palladium Life Sciences,closed
Powered,closed
Glide Technologies,closed
PointCare,closed
Cadiou Engineering Services,closed
Motion PT Holdings,operating
Comprehend Systems,closed
Horse Collaborative,closed
Microventures,operating
produkte24.com,operating
SeeMedia,closed
MesoCoat,operating
Education Elements,closed
University of Pittsburgh,operating
Maker Cloud,operating
LE TOTE,closed
vinclu Inc.,closed
Clearstream.TV,closed
WeFitter,operating
Eco Dream Venture,closed
Zillabyte,operating
JustOne Database Inc.,operating
AccuSilicon,closed
Viatar CTC Solutions,operating
HPC Brasil,closed
Mgv,operating
DTT,operating
UK Work Study,closed
Venture Shares,operating
EpiBiome,closed
Little Bird,operating
TechTribe,operating
2threads,closed
Shoppilot,closed
Goojet,operating
Araca,closed
BONDS.COM,closed
Paragonix Technologies,closed
IC Media Corporation,closed
Aston Club,closed
MedCPU,closed
Libboo,operating
Uranium Recovery Corporation,closed
MicroBlend Technologies,operating
Keaton Row,operating
Inovise Medical,closed
Delfmems,closed
TabSprint,operating
ChessCube.com,closed
Arvia Technology,closed
CrowdEngineering,operating
Divergence,operating
Raise Your Flag,closed
StarShooter,operating
Quewey,operating
tinyBuild GAMES,closed
Reelio,closed
AccuRev,operating
"Doost, Inc.",operating
ArtOfBrands SA,closed
"Staffly, Inc.",operating
Selligy,operating
Big Stage,operating
PacketExchange,closed
TRINA SOLAR LTD,operating
Ngo Han joint stock company,operating
Atmospheir,closed
Mosquito Steve,closed
PHRQL,closed
Cignis,closed
Apama Medical,closed
Sun National Bank,operating
swabr.com,operating
Streamcore System,closed
MPSTOR,operating
showd.me,operating
Payso,closed
BroadSoft,operating
SaltyCustoms,operating
Zeer,closed
Mosaic Mall,closed
Personal On Demand,operating
Optimum Interactive USA,operating
Alandia Communication Systems,closed
sevenload,closed
Myca Health,operating
Clowdy,closed
AorTx,operating
Integrity Applications,closed
ShopClues.com,closed
OpenSesame,operating
Vapor IO,operating
ForwardMetrics,closed
121nexus,closed
Vimagino,operating
29West,closed
Traansmission,closed
Flapus,closed
Centeris Corporation,closed
The Medical Marijuana Group,closed
FRH Consumer Services,closed
Ecozen Solutions,operating
Sift Science,closed
Stratus5,operating
Apex Fund Services,operating
GPMESS,operating
Where To Go Ltd,closed
DesignLine,closed
Markwater Handling Systems,operating
Simtrol,closed
StowThat,operating
Yunait,closed
Bay Dynamics,closed
Weeding Technologies,operating
Beekly,operating
iKure Techsoft,operating
Precision Biopsy,closed
RentFeeder,closed
KeyOn Communications Holdings,operating
PowerID,operating
Hatcher Associates,operating
Clouli,closed
Naked,closed
Graphenest - Advanced Nanotechnology,closed
Dayana's One Stop Salon,closed
Ounce Labs,operating
PhishMe,operating
"Worksfire, Inc.",closed
Transparent Networks,operating
Koding,operating
Wellpepper,closed
Einsight Ng Ltd,operating
Smartbill - Recurrence Backoffice,operating
DataEmail Group,closed
DayChamp,operating
State of Ambition,operating
Get It Delivery Technologies LLC,closed
Compact Particle Acceleration,closed
TripActions,closed
Vodkaster/Riplay,operating
91Mobiles,closed
Sandlot Solutions,closed
Client Outlook,closed
HumanCloud,closed
Contactis Group Sp. z o.o.,operating
Certified Security Solutions,closed
CSS Corp,operating
Numari,closed
Lumatic,closed
Rootstock Software,closed
Streamline Alliance,operating
YUHI Hospitality,operating
TriQ Systems,closed
Cambridge Clean Energy Ltd.,closed
Meuugame,operating
The DelFin Project,closed
Codesters,operating
PrepFlash,operating
The Richman Group,operating
Jemstep,closed
Xiami Radio,operating
Marketing.AI,operating
Sleep Solutions,closed
Nanolike,closed
GlassesOff,closed
Hydrelis,closed
Contastic,closed
High Side Solutions,closed
Nineteenth Amendment,operating
Good Photo,closed
Agentek,operating
KeyLemon,operating
Isotera,operating
Vidtel,closed
Tactual Labs Co,closed
Karus Therapeutics,operating
Solio,closed
Giosis,operating
